,Date,Action,Ticker,Quantity,Price,Cash
0,2021-01-29,BUY,WMT,1938,45.19724655151367,912407.7361831665
1,2021-01-29,BUY,XOM,23378,39.02694320678711,35.85789489746094
2,2021-02-26,SELL,WMT,1643,41.48714828491211,68199.24252700806
3,2021-02-26,BUY,XOM,1419,48.048152923583984,18.913528442382812
4,2021-03-04,SELL,WMT,295,40.11630630493164,11853.223888397217
5,2021-03-31,SELL,XOM,19789,48.84952163696289,978536.4075622559
6,2021-03-31,BUY,AXP,1792,136.5042724609375,733920.7513122559
7,2021-03-31,BUY,GS,809,302.02349853515625,489583.74099731445
8,2021-03-31,BUY,JPM,1762,138.8286590576172,244967.64373779297
9,2021-03-31,BUY,WMT,5708,42.85698318481445,339.9837188720703
10,2021-04-30,SELL,AXP,60,147.54412841796875,9192.631423950195
11,2021-04-30,SELL,GS,13,321.0903625488281,13366.806137084961
12,2021-04-30,BUY,JPM,59,140.28814697265625,5089.805465698242
13,2021-04-30,BUY,WMT,88,44.08515930175781,1210.3114471435547
14,2021-04-30,BUY,XOM,23,50.78833770751953,42.17967987060547
15,2021-05-31,SELL,GS,16,339.56280517578125,5475.1845626831055
16,2021-05-31,SELL,JPM,38,148.4691162109375,11117.01097869873
17,2021-05-31,BUY,WMT,81,45.019020080566406,7470.470352172852
18,2021-05-31,BUY,XOM,146,51.029903411865234,20.104454040527344
19,2021-06-30,SELL,AXP,41,156.72325134277344,6445.757759094238
20,2021-06-30,SELL,GS,1,340.1104431152344,6785.868202209473
21,2021-06-30,SELL,XOM,338,54.745460510253906,25289.833854675293
22,2021-06-30,BUY,JPM,117,139.3389434814453,8987.177467346191
23,2021-06-30,BUY,WMT,206,43.519752502441406,22.10845184326172
24,2021-07-30,SELL,AXP,68,164.49851989746094,11208.007804870605
25,2021-07-30,SELL,GS,4,344.6102294921875,12586.448722839355
26,2021-07-30,SELL,WMT,163,45.08559036254883,19935.399951934814
27,2021-07-30,BUY,JPM,18,139.10543823242188,17431.50206375122
28,2021-07-30,BUY,XOM,338,51.51948165893555,17.91726303100586
29,2021-08-31,SELL,GS,55,377.51513671875,20781.249782562256
30,2021-08-31,SELL,JPM,54,145.8697509765625,28658.21633529663
31,2021-08-31,SELL,WMT,135,46.9885139465332,35001.66571807861
32,2021-08-31,BUY,AXP,106,157.1417694091797,18344.638160705566
33,2021-08-31,BUY,XOM,374,48.953460693359375,36.043861389160156
34,2021-09-30,SELL,AXP,56,164.10626220703125,9225.99454498291
35,2021-09-30,SELL,JPM,44,150.87937927246094,15864.687232971191
36,2021-09-30,SELL,XOM,385,53.14237976074219,36324.50344085693
37,2021-09-30,BUY,GS,57,353.0169372558594,16202.53801727295
38,2021-09-30,BUY,WMT,359,44.67884826660156,162.83148956298828
39,2021-10-29,SELL,GS,17,380.4684753417969,6630.795570373535
40,2021-10-29,SELL,WMT,26,47.227108001708984,7858.700378417969
41,2021-10-29,SELL,XOM,103,57.07392120361328,13737.314262390137
42,2021-10-29,BUY,AXP,52,167.45851135253906,5029.4716720581055
43,2021-10-29,BUY,JPM,32,155.8222198486328,43.16063690185547
44,2021-11-27,SELL,AXP,1725,150.39710998535156,259478.1753616333
45,2021-11-30,SELL,JPM,7,147.4713592529297,260510.4748764038
46,2021-11-30,SELL,WMT,123,45.37556076049805,266091.66884994507
47,2021-11-30,SELL,XOM,152,55.39455795288086,274511.64165878296
48,2021-11-30,BUY,AXP,1796,151.39451599121094,2607.0909385681152
49,2021-11-30,BUY,GS,7,354.5303649902344,125.37838363647461
50,2021-12-31,SELL,AXP,61,157.43653869628906,9729.007244110107
51,2021-12-31,SELL,WMT,22,45.730743408203125,10735.083599090576
52,2021-12-31,BUY,GS,1,355.4608154296875,10379.622783660889
53,2021-12-31,BUY,JPM,39,144.9560089111328,4726.338436126709
54,2021-12-31,BUY,XOM,84,54.675025939941406,133.63625717163086
55,2022-01-22,SELL,GS,768,317.0951232910156,243662.69094467163
56,2022-01-31,SELL,AXP,97,170.23434448242188,260175.42235946655
57,2022-01-31,SELL,XOM,878,67.70744323730469,319622.55752182007
58,2022-01-31,BUY,GS,871,319.95343017578125,40943.1198387146
59,2022-01-31,BUY,JPM,182,134.9027557373047,16390.818294525146
60,2022-01-31,BUY,WMT,372,43.92604446411133,50.32975387573242
61,2022-02-28,SELL,AXP,96,186.24246215820312,17929.606121063232
62,2022-02-28,SELL,XOM,61,70.78605651855469,22247.55556869507
63,2022-02-28,BUY,GS,18,322.8209533691406,16436.778408050537
64,2022-02-28,BUY,JPM,42,136.15419006347656,10718.302425384521
65,2022-02-28,BUY,WMT,245,43.56190872192383,45.634788513183594
66,2022-03-08,SELL,JPM,2108,118.89222717285156,250670.44966888428
67,2022-03-31,SELL,WMT,620,48.05597686767578,280465.15532684326
68,2022-03-31,SELL,XOM,290,76.18778228759766,302559.6121902466
69,2022-03-31,BUY,AXP,30,182.44473266601562,297086.2702102661
70,2022-03-31,BUY,GS,32,311.2477722167969,287126.3414993286
71,2022-03-31,BUY,JPM,2218,129.31747436523438,300.18335723876953
72,2022-04-27,SELL,JPM,2218,114.0355453491211,253231.02294158936
73,2022-04-29,SELL,WMT,385,50.088905334472656,272515.2514953613
74,2022-04-29,SELL,XOM,238,79.29784393310547,291388.13835144043
75,2022-04-29,BUY,AXP,22,175.46131896972656,287527.98933410645
76,2022-04-29,BUY,GS,26,295.3139953613281,279849.8254547119
77,2022-04-29,BUY,JPM,2446,114.33216857910156,193.3411102294922
78,2022-05-10,SELL,AXP,1594,155.2521514892578,247665.27058410645
79,2022-05-20,SELL,WMT,5585,38.31870651245117,461675.24645614624
80,2022-05-31,SELL,GS,51,304.7463073730469,477217.30813217163
81,2022-05-31,SELL,JPM,203,121.68303680419922,501918.9646034241
82,2022-05-31,SELL,XOM,484,89.65534210205078,545312.1501808167
83,2022-05-31,BUY,AXP,1668,163.52481079101562,272552.7657814026
84,2022-05-31,BUY,WMT,6591,41.34700393676758,34.66283416748047
85,2022-06-14,SELL,GS,896,264.3784484863281,236917.75267791748
86,2022-06-14,SELL,AXP,1668,141.04977416992188,472188.77599334717
87,2022-06-30,SELL,WMT,387,39.23588562011719,487373.0637283325
88,2022-06-30,SELL,XOM,37,80.95532989501953,490368.41093444824
89,2022-06-30,BUY,AXP,1809,134.47409057617188,247104.78108215332
90,2022-06-30,BUY,GS,860,283.0040588378906,3721.290481567383
91,2022-06-30,BUY,JPM,34,106.87934112548828,87.39288330078125
92,2022-07-29,SELL,AXP,56,147.23919677734375,8332.787902832031
93,2022-07-29,SELL,GS,19,307.1071472167969,14167.823699951172
94,2022-07-29,SELL,WMT,25,41.75571060180664,15211.716464996338
95,2022-07-29,BUY,JPM,125,107.36654663085938,1790.898136138916
96,2022-07-29,BUY,XOM,21,85.10782623291016,3.6337852478027344
97,2022-08-31,SELL,WMT,30,42.81995391845703,1288.2324028015137
98,2022-08-31,SELL,XOM,81,89.33911895751953,8524.701038360596
99,2022-08-31,BUY,AXP,5,149.6780242919922,7776.310916900635
100,2022-08-31,BUY,GS,4,311.3249816894531,6531.010990142822
101,2022-08-31,BUY,JPM,58,106.99248504638672,325.4468574523926
102,2022-09-27,SELL,AXP,1758,133.0223846435547,234178.79906082153
103,2022-09-27,SELL,GS,845,276.9986572265625,468242.66441726685
104,2022-09-30,SELL,JPM,6,99.27735137939453,468838.3285255432
105,2022-09-30,SELL,WMT,451,42.7456169128418,488116.60175323486
106,2022-09-30,BUY,AXP,1826,133.35142517089844,244616.89939117432
107,2022-09-30,BUY,GS,874,278.3995056152344,1295.7314834594727
108,2022-09-30,BUY,XOM,13,82.2613754272461,226.33360290527344
109,2022-10-12,SELL,JPM,2454,96.20272064208984,236307.81005859375
110,2022-10-31,SELL,GS,33,321.3756103515625,246913.2052001953
111,2022-10-31,SELL,XOM,329,102.68756866455078,280697.4152908325
112,2022-10-31,BUY,AXP,22,146.1497344970703,277482.121131897
113,2022-10-31,BUY,JPM,2270,118.96077728271484,7441.156700134277
114,2022-10-31,BUY,WMT,161,46.061832427978516,25.201679229736328
115,2022-11-30,SELL,GS,45,360.76007080078125,16259.404865264893
116,2022-11-30,SELL,JPM,42,128.84901428222656,21671.06346511841
117,2022-11-30,SELL,WMT,55,49.44269561767578,24390.411724090576
118,2022-11-30,BUY,AXP,64,150.0162353515625,14789.372661590576
119,2022-11-30,BUY,XOM,143,103.36461639404297,8.23251724243164
120,2022-12-30,SELL,AXP,6,143.11871337890625,866.9447975158691
121,2022-12-30,SELL,JPM,58,125.69761657714844,8157.4065589904785
122,2022-12-30,SELL,XOM,103,102.11158752441406,18674.900074005127
123,2022-12-30,BUY,GS,42,325.00677490234375,5024.615528106689
124,2022-12-30,BUY,WMT,108,46.118675231933594,43.79860305786133
