,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,JPM,4501,87.88224029541016,604442.0364303589
1,2019-01-31,BUY,TSLA,9694,20.584667205810547,404894.27253723145
2,2019-01-31,BUY,XOM,7479,54.129310607910156,61.15850067138672
3,2019-02-28,SELL,JPM,2802,88.5135498046875,248076.12505340576
4,2019-02-28,SELL,XOM,2641,60.16618347167969,406975.0156021118
5,2019-02-28,BUY,TSLA,19395,20.982667922973633,16.171236038208008
6,2019-03-06,SELL,TSLA,29089,18.43600082397461,536300.9992046356
7,2019-03-29,BUY,JPM,954,84.76795959472656,455432.3657512665
8,2019-03-29,BUY,XOM,7450,61.1276969909668,31.023168563842773
9,2019-04-30,SELL,XOM,4183,60.54475402832031,253289.7292690277
10,2019-04-30,BUY,JPM,2571,98.48648071289062,80.98735618591309
11,2019-05-31,SELL,XOM,238,55.11256790161133,13197.77851676941
12,2019-05-31,BUY,JPM,145,90.80229949951172,31.44508934020996
13,2019-06-01,SELL,XOM,7867,54.19363021850586,426372.7340183258
