,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,BAC,18746,25.100048065185547,529474.4989700317
1,2019-01-31,BUY,GS,3016,175.53793334960938,52.09198760986328
2,2019-02-28,SELL,GS,445,172.43431091308594,76785.3603439331
3,2019-02-28,BUY,BAC,3011,25.49723243713379,13.193475723266602
4,2019-03-29,SELL,BAC,3595,23.71815299987793,85279.95351028442
5,2019-03-29,BUY,GS,512,166.41082763671875,77.60976028442383
6,2019-04-30,SELL,BAC,5175,26.703533172607422,138268.39392852783
7,2019-04-30,SELL,GS,1157,180.11155700683594,346657.465385437
8,2019-04-30,BUY,JPM,3519,98.48650360107422,83.45921325683594
9,2019-05-31,SELL,GS,10,163.8295440673828,1721.754653930664
10,2019-05-31,SELL,JPM,63,90.80230712890625,7442.300003051758
11,2019-05-31,BUY,BAC,315,23.570619583129883,17.554834365844727
12,2019-06-28,SELL,BAC,25,24.61414337158203,632.9084186553955
13,2019-06-28,SELL,GS,40,174.27821350097656,7604.036958694458
14,2019-06-28,BUY,JPM,82,92.31199645996094,34.45324897766113
15,2019-07-31,SELL,BAC,39,26.952529907226562,1085.601915359497
16,2019-07-31,SELL,GS,32,193.58413696289062,7280.294298171997
17,2019-07-31,BUY,JPM,73,98.73104095458984,72.92830848693848
18,2019-08-30,SELL,GS,14,178.9969482421875,2578.8855838775635
19,2019-08-30,SELL,JPM,99,93.29013061523438,11814.608514785767
20,2019-08-30,BUY,BAC,495,23.846311569213867,10.684288024902344
21,2019-09-30,SELL,BAC,237,25.777612686157227,6119.978494644165
22,2019-09-30,SELL,JPM,52,100.55037689208984,11348.598093032837
23,2019-09-30,BUY,GS,61,183.862548828125,132.9826145172119
24,2019-10-31,SELL,BAC,190,27.771320343017578,5409.533479690552
25,2019-10-31,SELL,JPM,46,108.25241088867188,10389.144380569458
26,2019-10-31,BUY,GS,54,189.8806915283203,135.58703804016113
27,2019-11-29,SELL,BAC,127,29.35222816467285,3863.3200149536133
28,2019-11-29,SELL,JPM,12,113.70248413085938,5227.749824523926
29,2019-11-29,BUY,GS,26,196.16285705566406,127.51554107666016
30,2019-12-31,SELL,BAC,120,31.040199279785156,3852.339454650879
31,2019-12-31,SELL,JPM,6,119.35919952392578,4568.494651794434
32,2019-12-31,BUY,GS,22,203.32984924316406,95.23796844482422
